Ind;Cuenca;Nombre Estación;Provincia;x (Uso 30);y (Uso 30);Ene;Feb;Mar;Abr;May;Jun;Jul;Ago;Sep;Oct;Nov;Dic
0219U;Pirineos;SANTA MARIA DE MARTORELLES;BARCELONA;938883;4610680;48.3;43.7;44.9;49.2;60.5;37.1;24.0;51.8;81.4;85.9;64.2;53.4
0220;Pirineos;MARTORELLES;BARCELONA;937114;4611068;47.7;40.0;41.1;45.0;56.3;32.3;20.8;45.1;78.0;83.4;61.2;48.7
0222;Pirineos;CALDES DE MONTBUI;BARCELONA;930742;4619912;41.7;36.0;39.7;53.2;68.1;44.7;27.3;53.3;78.1;76.9;62.3;47.4
0233A;Pirineos;SANTA COLOMA DE GRAMANET (CENTRA EXCUR);BARCELONA;935106;4601935;45.1;41.2;33.9;40.7;49.6;32.2;22.7;41.8;74.3;90.2;60.0;42.8
0237B;Pirineos;BADALONA (CLARISES);BARCELONA;938344;4601945;38.2;33.2;30.7;37.8;44.2;29.2;20.7;41.1;71.1;80.5;48.1;34.9
0241B;Pirineos;EL MASNOU (TAPIAS);BARCELONA;944286;4605716;43.2;40.7;35.5;40.8;51.3;34.1;18.2;47.6;71.9;90.8;54.6;38.2
0242;Pirineos;TEIA;BARCELONA;945605;4608120;48.3;50.5;39.5;46.4;54.8;35.1;22.3;49.3;75.2;89.7;55.4;42.2
0245A;Pirineos;VILASAR DE MAR;BARCELONA;950146;4608867;42.5;40.3;35.2;40.7;50.7;35.6;18.7;42.3;79.2;80.2;53.3;38.6
0246;Pirineos;DOSRIUS;BARCELONA;950626;4619027;51.9;47.0;40.7;51.8;50.3;45.8;21.3;38.0;75.4;80.5;58.8;46.0
0248;Pirineos;ARGENTONA;BARCELONA;950484;4614619;49.0;46.7;43.3;49.9;57.2;36.6;25.5;45.1;79.2;80.3;54.1;46.6
0251B;Pirineos;ARENYS DE MUNT (COLLSACREU);BARCELONA;960653;4623692;61.5;54.7;54.3;58.1;60.2;50.7;26.7;46.8;71.9;85.1;67.7;55.9
0252E;Pirineos;ARENYS DE MAR (EL XIFRE);BARCELONA;962446;4618602;48.9;44.0;45.0;47.6;53.2;36.9;22.9;41.0;75.4;78.2;58.8;46.2
0259;Pirineos;MONTSENY -TURO DE L'HOME;BARCELONA;951718;4639264;100.1;72.5;70.5;80.2;94.1;67.2;44.7;69.5;91.4;118.2;98.2;88.9
0261D;Pirineos;SANT ESTEVE DE PALAUTORDERA;BARCELONA;952307;4631060;70.3;52.7;60.0;66.3;76.3;56.3;31.3;61.1;88.2;93.3;76.3;69.2
0261F;Pirineos;SANTA MARIA DE PALAUTORDERA   (HOSPITAL);BARCELONA;953175;4630186;59.9;46.8;55.4;62.5;67.7;50.1;30.4;53.0;80.3;94.6;72.9;61.7
0262;Pirineos;VALLGORGUINA (VIVERS);BARCELONA;957724;4626231;65.7;59.8;61.5;61.5;67.5;48.2;28.7;51.0;75.8;99.8;68.2;63.9
0263;Pirineos;SANT CELONI;BARCELONA;957398;4630238;55.3;49.2;51.7;55.2;53.5;46.4;27.0;48.5;79.9;86.0;69.2;62.5
0265A;Pirineos;GUALBA (JOAN RAGUE);BARCELONA;957673;4634655;75.2;56.5;63.5;75.4;79.7;60.8;43.9;68.1;97.7;104.2;83.5;70.5
0267A;Pirineos;BREDA (JUAN XXIII);GIRONA;962191;4636930;65.0;50.9;55.5;62.9;71.6;50.8;30.9;63.9;74.6;91.9;76.3;62.9
0267B;Pirineos;BREDA (PLAÇA ROVIRA);GIRONA;962149;4636865;67.2;51.9;58.8;65.5;73.8;51.5;32.6;59.7;75.4;89.8;75.0;63.0
0272U;Pirineos;SANTA COLOMA DE FARNERS (VIVER EL TEIX);GIRONA;972338;4651882;67.5;56.6;56.4;74.4;82.4;56.7;29.1;52.3;69.6;90.6;70.1;56.4
0280;Pirineos;TORDERA;BARCELONA;975871;4631909;57.5;51.7;55.1;60.6;63.6;47.2;24.1;43.0;79.1;89.5;69.5;57.4
0281;Pirineos;BLANES;GIRONA;982241;4630135;47.3;41.0;50.4;52.2;52.8;39.1;20.7;44.1;78.7;84.4;58.5;46.3
0281A;Pirineos;BLANES (MARIMURTRA);GIRONA;983010;4630435;52.3;44.3;51.1;53.4;55.9;39.4;22.1;41.3;78.6;82.6;61.5;46.4
0283U;Pirineos;SANTA CRISTINA D(ARO )SOLIUS);GIRONA;995302;4646563;61.1;56.5;58.8;64.9;63.1;47.0;21.3;43.7;81.6;122.5;75.5;61.9
0284;Pirineos;SANTA CRISTINA D'ARO;GIRONA;1000568;4645909;47.6;45.6;49.3;56.6;51.2;37.4;16.0;32.8;64.0;98.6;57.1;51.1
0284C;Pirineos;CASTELL D'ARO - EST. DEPURADORA;GIRONA;1000857;4646084;52.9;47.5;47.7;58.3;54.6;42.3;18.9;38.7;72.0;103.5;56.9;54.8
0287;Pirineos;PALAFRUGELL;GIRONA;1011112;4659005;51.8;47.3;46.6;56.7;48.0;35.9;17.8;31.3;60.0;109.2;67.0;53.2
0292A;Pirineos;BEGUR (LOS ALGARROBOS);GIRONA;1013348;4661090;52.5;49.9;47.0;62.8;55.0;35.5;17.9;31.4;62.1;109.8;68.5;57.9
0294B;Pirineos;LA BISBAL (D'EMPORDA 3);GIRONA;1000883;4664105;56.5;54.0;52.4;61.1;61.3;46.7;22.1;38.8;58.8;117.3;65.5;59.9
0299B;Pirineos;PALS (PUIG ROIG);GIRONA;1010663;4665238;53.1;48.2;43.8;55.5;48.8;36.2;19.4;30.0;58.7;95.9;64.4;51.8
0312A;Pirineos;SANT PAU DE SEGURIES (ERA DE BAIX);GIRONA;942521;4692618;73.5;49.7;61.6;101.0;131.7;109.8;83.7;95.9;105.2;104.6;81.8;80.9
0321;Pirineos;CAMPDEVANOL;GIRONA;926110;4687792;48.7;32.6;45.7;77.5;109.0;105.0;76.4;95.7;92.0;81.8;67.6;56.6
0323;Pirineos;RIPOLL (PROGRES);GIRONA;929240;4684793;54.5;36.4;49.6;79.6;119.1;108.6;77.9;108.4;101.8;82.6;66.2;59.4
0332;Pirineos;SANTA MARIA DE BESORA;BARCELONA;935450;4677493;49.7;36.6;52.1;79.7;107.3;101.4;74.3;118.0;110.1;81.5;59.5;57.4
0333;Pirineos;SANT VICENÇ DE TORELLO (BORGONYA);BARCELONA;933110;4670535;45.5;28.8;39.8;65.0;89.5;82.3;55.7;89.2;88.8;72.2;50.2;50.6
0336B;Pirineos;TORELLO (AFORES);BARCELONA;935370;4668692;37.6;26.1;35.4;56.5;81.6;73.6;52.3;71.8;79.9;66.8;44.7;41.4
0340A;Pirineos;TARADELL (CATALUNYA);BARCELONA;938681;4649507;50.2;38.2;42.4;57.0;84.6;62.7;43.4;71.3;86.5;78.1;58.9;53.3
0341;Pirineos;TONA (ESCOLA);BARCELONA;934069;4646189;45.0;34.7;37.9;57.2;77.8;54.4;37.1;64.2;75.9;78.6;50.5;50.3
0347A;Pirineos;VIC (SEMINARIO);BARCELONA;936714;4655890;45.8;31.8;42.8;60.7;90.0;71.6;42.0;76.3;84.3;76.8;50.1;49.8
0347D;Pirineos;VIC (SANT CRISTOFOL);BARCELONA;935694;4655548;41.3;30.1;40.7;55.5;84.6;67.5;44.0;75.3;82.5;73.9;47.3;44.9
0348;Pirineos;GURB DE LA PLANA (BAR HOSTAL);BARCELONA;932716;4658122;39.5;28.8;37.4;57.5;81.3;67.1;42.7;77.6;78.5;66.1;44.7;43.8
0356;Pirineos;VILANOVA SAU (EL TORTADES);BARCELONA;951073;4653071;76.7;62.2;63.4;75.1;94.8;71.5;51.8;75.8;91.2;101.2;79.9;86.7
0360;Pirineos;LES PLANES D(HOSTOLES;GIRONA;958109;4671308;67.6;54.1;62.8;88.3;102.2;78.4;53.7;89.6;84.3;89.9;82.6;83.7
0360C;Pirineos;SANT FELIU DE PALLEROLS;GIRONA;953530;4673213;68.4;53.2;64.0;88.1;104.5;86.8;54.8;90.0;89.6;95.5;78.8;86.4
0361A;Pirineos;AMER (2);GIRONA;963886;4665983;61.9;56.4;61.8;81.4;93.7;66.6;42.7;71.7;75.5;98.1;82.5;74.8
0366O;Pirineos;SANTA COLOMA DE FARNERS (FONTDEGLORIA);GIRONA;970081;4649891;65.8;60.2;64.3;75.9;82.7;57.6;33.5;53.3;72.9;97.0;77.8;65.9
0367;Pirineos;GIRONA/COSTA BRAVA;GIRONA;978053;4656065;62.0;51.3;49.9;67.7;70.1;58.8;31.6;45.1;69.5;87.9;69.7;56.1
0370A;Pirineos;GIRONA (BELL-LLOC);GIRONA;981420;4663126;60.0;51.9;53.4;65.4;75.7;55.3;34.2;50.1;72.4;86.9;69.3;59.0
0378;Pirineos;FONCOBERTA (L)ANGLADA);GIRONA;978855;4682141;60.3;53.0;57.1;77.3;76.5;59.3;38.4;55.8;64.7;87.3;75.7;69.5
0384;Pirineos;JAFRE;GIRONA;997333;4675391;55.8;48.9;51.4;60.7;67.8;44.6;30.2;40.0;67.2;105.7;63.9;54.7
0385B;Pirineos;TORROELLA DE MONTGRI (RAMON BOI);GIRONA;1007377;4672633;59.1;49.0;48.2;61.0;58.7;39.0;21.8;32.2;63.1;111.4;67.9;60.6
0385J;Pirineos;L'ESTARTIT (PASSEIG MARITIN);GIRONA;1013229;4674514;54.7;44.2;41.6;52.6;52.9;34.5;18.9;29.0;58.7;108.4;59.6;45.7
0388E;Pirineos;LA VALL D'EN BAS (CAN GRONXA);GIRONA;949843;4678894;64.9;50.0;65.9;89.8;114.4;93.6;63.9;91.6;92.0;97.0;81.5;81.1
0390D;Pirineos;OLOT (PARC NOU);GIRONA;952600;4685515;68.4;50.6;59.1;87.5;112.7;92.9;63.7;91.2;88.1;98.5;80.3;80.1
0394;Pirineos;LA VALL DE BIANYA (PUJALET);GIRONA;946667;4690031;59.8;46.5;59.7;83.3;117.0;95.1;75.3;93.5;87.1;96.1;81.5;74.4
0395;Pirineos;CASTELLFOLLIT DE LA ROCA;GIRONA;958100;4689157;68.2;54.3;65.8;87.8;121.2;95.6;81.0;91.5;97.4;110.4;90.7;79.2
0405I;Pirineos;MAIA DEL MONTCAL (CAN GARRIGA);GIRONA;973681;4687711;64.6;55.0;56.8;74.1;88.2;59.8;39.8;55.7;67.8;93.7;77.2;71.4
0411O;Pirineos;CASTELLO D'EMPURIES (EL CORTALET);GIRONA;1002961;4692634;51.4;46.5;39.6;54.0;53.9;37.7;19.2;30.8;56.5;99.1;60.3;47.4
0417;Pirineos;DARNIUS;GIRONA;980372;4707420;75.9;68.5;59.3;88.1;88.6;57.5;32.0;60.7;73.4;119.7;85.4;87.0
0423;Pirineos;PERALADA;GIRONA;995327;4701797;48.3;47.5;40.2;56.1;57.2;42.6;17.7;36.8;61.9;88.4;59.0;49.9
0429C;Pirineos;FIGUERES (ELS ASPRES);GIRONA;991824;4695968;54.1;49.4;46.7;66.3;66.9;47.5;20.8;39.8;57.4;89.8;63.2;52.4
0432C;Pirineos;ROSES (ESTACIO DEPURADORA);GIRONA;1009751;4697870;58.4;52.5;38.3;54.1;54.5;30.4;15.9;29.8;52.4;110.4;58.4;53.1
0433;Pirineos;CADAQUES;GIRONA;1017571;4701206;61.7;48.9;38.3;51.2;50.6;26.2;13.8;26.1;55.0;109.0;58.4;60.9
0433E;Pirineos;EL PORT DE LA SELVA;GIRONA;1011191;4706229;56.6;56.5;38.4;58.2;55.8;29.4;12.6;29.1;51.5;113.3;53.3;55.9
1001E;Norte;MAYA DEL BAZTAN;NAVARRA;623649;4784544;212.8;178.6;182.1;199.8;159.1;96.8;85.6;105.8;132.8;167.0;224.4;217.4
1001I;Norte;ARIZCUN DE BAZTAN;NAVARRA;623265;4783334;215.9;182.6;186.8;205.8;163.2;99.1;84.6;105.9;137.1;172.6;234.4;222.1
1006;Norte;SANTESTEBAN;NAVARRA;608681;4776142;161.0;138.1;138.9;157.6;110.0;74.6;59.1;75.7;90.1;135.1;177.5;169.1
1007;Norte;SUMBILLA;NAVARRA;607896;4780018;182.7;158.1;152.8;176.4;126.2;84.5;63.7;82.4;105.2;151.6;203.8;198.4
1009;Norte;ETXALAR;NAVARRA;610187;4787800;173.6;147.7;148.2;170.2;130.9;92.6;77.1;99.5;120.9;154.7;184.7;179.2
1010U;Norte;VERA DE BIDASOA;NAVARRA;607444;4792909;198.2;165.6;160.7;187.0;140.8;98.1;81.9;109.3;133.2;173.9;217.1;201.2
1011I;Norte;LESACA;NAVARRA;605467;4789120;186.6;157.1;153.0;175.4;130.4;87.3;72.7;103.0;114.8;153.6;204.1;194.5
1012;Norte;LESAKA;NAVARRA;604365;4789343;238.8;202.0;199.0;229.0;181.7;134.4;125.4;150.7;167.8;222.1;266.9;248.8
1014;Norte;HONDARRIBIA-MALKARROA;GIPUZKOA;597873;4801163;156.8;134.6;124.0;155.8;120.3;94.8;85.3;116.6;132.1;166.7;188.0;174.3
1020I;Norte;ARANO (C. ARRAMBIDE);NAVARRA;591233;4784649;209.4;173.7;178.4;202.9;164.6;113.3;104.7;122.8;128.2;183.7;231.9;205.5
1021;Norte;ARTICUTZA;NAVARRA;597747;4785295;262.8;209.5;216.1;234.6;187.9;121.1;109.8;129.6;150.6;213.6;272.6;255.4
1021E;Norte;RENTERIA (PRESA DEL AÑARBE);GIPUZKOA;591003;4784955;205.4;157.2;174.1;190.4;161.7;105.4;103.8;128.2;125.8;184.1;226.3;204.9
1024;Norte;SAN SEBASTIAN (ATEGORRIETA);GIPUZKOA;585094;4797220;162.8;135.7;131.9;169.7;135.5;112.6;94.0;135.5;132.1;187.5;209.3;180.3
1024E;Norte;SAN SEBASTIÁN,IGUELDO;GIPUZKOA;577768;4795286;141.4;110.4;113.2;137.8;119.9;90.4;86.4;116.7;111.4;159.3;168.8;151.1
1026A;Norte;ORDIZIA-CENTRAL AGUAS;GIPUZKOA;566304;4767484;123.4;106.5;113.5;121.9;97.2;64.5;47.5;62.5;72.9;108.5;146.5;134.5
1029C;Norte;AZPIROZ-CASA CIA;NAVARRA;587843;4763963;180.0;143.2;155.6;172.4;136.3;85.6;59.3;73.2;97.0;145.5;204.4;197.3
1029E;Norte;BETELU;NAVARRA;583359;4764092;166.6;129.8;145.1;156.3;125.4;83.1;57.5;72.1;88.1;138.2;191.0;180.8
1031;Norte;ELDUAYEN;GIPUZKOA;581170;4776808;205.2;157.0;172.1;188.2;141.3;96.0;87.7;112.2;113.2;170.0;212.4;196.1
1032V;Norte;LEIZA (LUIS EMBORDA);NAVARRA;590732;4771406;226.5;186.3;198.9;212.8;159.0;108.9;84.9;100.4;121.7;184.7;255.0;246.4
1033E;Norte;ARESO-GUEREÑOENEA;NAVARRA;585514;4770999;193.9;149.8;167.0;184.3;141.3;93.6;74.2;92.5;103.8;163.6;221.1;207.2
1033U;Norte;URNIETA (VIVERO);GIPUZKOA;581995;4787154;163.4;128.4;139.1;154.9;125.1;96.2;83.3;114.9;106.8;158.6;189.3;168.5
1036O;Norte;LEGAZPIA (BARRENDIOLA);GIPUZKOA;553561;4762499;166.1;139.9;141.9;152.6;127.2;87.9;70.2;87.2;92.1;145.7;189.4;172.8
1037;Norte;LEGAZPIA;GIPUZKOA;554200;4767594;153.8;130.3;136.5;142.7;109.3;72.8;52.6;71.1;77.8;124.4;179.3;163.5
1037O;Norte;AZCOITIA;GIPUZKOA;554463;4779905;159.2;129.8;139.8;152.8;108.4;71.6;58.1;70.4;90.6;136.9;175.5;166.8
1041;Norte;ZUMAYA-CARMELITAS;GIPUZKOA;560163;4794176;125.5;99.5;98.6;115.8;90.6;68.2;62.4;79.7;83.6;120.6;152.0;124.9
1048;Norte;ARETXABALETA-URKULU;GIPUZKOA;543094;4763751;126.9;99.4;107.8;120.1;104.3;67.9;55.6;64.4;73.3;110.1;143.5;129.3
1049;Norte;BERGARA (ALBITXU);GIPUZKOA;546680;4775559;166.7;143.0;142.9;151.5;120.3;76.5;51.9;67.8;87.3;137.0;186.7;173.7
1049U;Norte;ERMUA;BIZKAIA;539975;4782242;161.5;141.9;137.8;147.6;108.0;67.3;52.5;74.7;85.1;132.3;177.8;170.1
1050L;Norte;ELGOIBAR-SANTA CLARA;GIPUZKOA;547247;4785034;160.9;131.7;138.2;149.0;115.9;72.3;59.3;75.2;86.4;139.8;181.4;168.3
1055A;Norte;LEKEITIO-AGUSTINAS;BIZKAIA;540020;4801431;118.8;95.6;94.5;113.2;81.0;57.8;53.8;78.4;83.5;118.7;146.6;125.0
1057E;Norte;BAKIO;BIZKAIA;514908;4807962;128.2;100.7;97.6;121.5;84.8;67.6;63.1;90.0;97.2;144.4;171.1;140.7
1060;Norte;AMURRIO (INSTITUTO);ARABA/ALAVA;499502;4766607;110.6;88.5;91.3;99.8;88.0;59.7;41.0;55.8;59.8;92.7;122.5;109.7
1070;Norte;ABADIANO (MENDIOLA);BIZKAIA;531468;4776706;147.7;127.0;129.7;144.4;115.6;72.1;59.7;70.3;87.4;133.1;172.0;159.5
1075E;Norte;ARANZAZU;BIZKAIA;517121;4777426;148.7;123.3;120.5;131.8;105.3;65.8;59.4;73.0;80.3;123.2;168.4;148.5
1078E;Norte;BALMASEDA;BIZKAIA;484609;4783438;146.2;130.4;120.9;126.9;92.6;63.8;45.6;61.2;72.2;113.4;164.1;143.2
1079E;Norte;ARCENIEGA;ARABA/ALAVA;489334;4774328;115.2;96.2;94.4;101.0;80.4;55.4;39.3;49.5;59.1;93.0;129.1;113.2
1081U;Norte;DERIO-NEIKER;BIZKAIA;510793;4794318;142.7;109.5;108.9;126.8;91.3;67.1;58.2;85.0;87.5;131.7;174.7;146.3
1082;Norte;BILBAO/AEROPUERTO;BIZKAIA;507638;4793919;121.5;85.7;89.8;106.7;78.3;59.5;50.5;76.5;73.2;111.1;147.4;120.0
1086;Norte;LAREDO;CANTABRIA;466778;4806022;97.2;83.4;81.4;92.8;82.5;58.1;46.5;65.2;85.5;104.9;135.3;113.0
1095E;Norte;COTERILLO DE AMPUERO;CANTABRIA;464940;4798472;140.9;125.3;119.9;126.0;99.9;70.3;56.1;82.5;94.9;137.4;182.0;148.0
1096U;Norte;TRETO;CANTABRIA;461961;4804973;121.7;105.3;108.6;117.1;89.5;61.3;49.9;67.6;89.2;124.3;170.3;134.5
1100E;Norte;MERUELO-VERTEDERO;CANTABRIA;450268;4808782;150.0;118.9;121.6;142.6;106.6;80.2;66.7;94.4;109.5;159.7;200.6;156.6
1104;Norte;MIRONES;CANTABRIA;442903;4793846;198.4;165.1;171.4;186.2;138.5;93.2;80.7;106.4;122.5;174.0;236.9;199.0
1104O;Norte;EL MERCADILLO DE LIERGANES;CANTABRIA;439618;4799459;153.4;130.1;131.1;140.4;108.6;76.2;62.4;84.8;100.5;146.4;189.4;156.6
1105U;Norte;CECEÑAS;CANTABRIA;441718;4802772;139.1;115.1;114.9;131.7;103.7;69.0;58.7;84.4;95.2;138.0;180.1;140.0
1109;Norte;SANTANDER/PARAYAS;CANTABRIA;432708;4808811;106.2;92.2;87.9;102.2;78.0;58.2;52.4;73.4;83.1;119.8;157.1;118.4
1112E;Norte;SANTANDER OJAIZ;CANTABRIA;428454;4810490;112.0;92.2;92.3;104.4;78.0;60.8;53.2;77.3;85.3;118.6;159.9;122.0
1113C;Norte;EL TOJO-REVILLA;CANTABRIA;429404;4804618;123.6;98.1;99.8;110.8;81.7;62.9;54.4;79.6;86.2;128.6;169.3;135.0
1124;Norte;VILLACARRIEDO;CANTABRIA;434176;4786336;152.4;129.8;136.3;137.7;121.3;81.2;66.5;84.8;92.2;129.1;186.4;153.6
1127;Norte;SAN MARTIN DE VILLAFUFRE;CANTABRIA;428593;4789966;160.7;128.3;143.4;142.6;117.4;77.2;61.9;78.0;95.7;136.2;194.5;160.8
1136E;Norte;TERAN;CANTABRIA;394190;4785978;132.9;115.2;116.3;119.7;106.8;65.1;50.8;59.7;70.3;104.9;159.6;133.3
1137R;Norte;RUENTE;CANTABRIA;397146;4790437;169.2;141.2;143.3;150.4;128.7;75.0;62.0;80.0;86.8;130.7;187.4;170.3
1144;Norte;MOLLEDO DE PORTOLIN;CANTABRIA;415810;4777462;115.6;96.8;100.4;103.5;90.7;54.3;42.3;55.8;64.7;89.0;138.5;117.2
1155U;Norte;NOVALES;CANTABRIA;404544;4803319;126.5;105.3;110.7;115.5;94.0;71.1;60.6;82.1;90.8;119.9;162.0;135.5
1161I;Norte;ROZADIO;CANTABRIA;387429;4786487;118.1;99.1;101.5;108.8;99.5;59.1;44.3;59.1;66.4;100.7;144.3;118.3
1172U;Norte;VALDEPRADO (PESAGUERO);CANTABRIA;376933;4770129;95.1;74.3;70.8;87.8;80.1;48.5;32.1;34.7;48.3;77.8;115.5;91.4
1174I;Norte;TAMA;CANTABRIA;369837;4782358;73.8;64.3;62.3;68.8;59.7;34.8;25.0;27.9;39.0;62.2;96.6;74.1
1176;Norte;TRESVISO;CANTABRIA;364628;4790669;200.2;186.3;185.1;195.1;156.6;88.3;63.9;75.7;99.5;162.1;254.0;202.6
1183E;Norte;PARRES DE LLANES;ASTURIAS;356003;4807630;125.7;105.8;115.2;129.6;99.2;67.9;63.4;72.1;81.1;122.0;138.6;131.6
1183G;Norte;RALES DE LLANES;ASTURIAS;346946;4808138;119.2;103.2;110.3;126.4;99.2;65.4;60.1;69.3;84.5;127.1;139.6;128.7
1186I;Norte;AMIEVA (CAMPORRIONDI);ASTURIAS;328921;4790920;119.7;110.7;115.0;126.3;112.4;65.8;51.3;60.9;69.7;113.7;145.6;126.5
1191;Norte;AMIEVA (RESTAÑO);ASTURIAS;335072;4787743;162.9;152.2;149.6;167.5;149.3;101.7;73.0;83.4;106.4;166.1;202.6;172.9
1192I;Norte;BENIA;ASTURIAS;339223;4800021;144.4;126.5;129.5;150.7;116.7;75.9;58.1;75.9;84.2;140.5;180.3;150.4
1196E;Norte;VIOBES;ASTURIAS;296978;4806406;110.3;99.8;104.2;124.7;89.8;69.2;46.2;62.8;76.3;118.3;149.0;134.8
1199B;Norte;BARGAEDO;ASTURIAS;305849;4805559;124.2;117.3;114.4;135.2;100.8;70.9;52.8;63.5;79.2;136.1;157.1;145.2
1201;Norte;SAN MARTIN DE BADA;ASTURIAS;324244;4802362;108.6;97.8;100.8;120.5;94.6;63.3;46.6;60.2;70.8;117.7;133.3;123.3
1202F;Norte;BARREDO-TORRE;ASTURIAS;327723;4815084;110.8;101.4;101.9;121.7;94.2;62.6;57.2;72.9;82.0;125.8;140.3;125.9
1207E;Norte;CANDANAL DE VILLAVICIOSA;ASTURIAS;293253;4814919;123.4;113.5;121.2;135.0;94.9;75.7;60.6;69.6;82.4;138.2;169.2;151.2
1208;Norte;GIJON;ASTURIAS;286906;4824042;83.3;79.9;73.3;87.5;68.7;51.3;41.5;55.6;65.1;103.9;122.6;102.9
1210;Norte;CABO DE PEÑAS;ASTURIAS;270294;4837593;86.6;73.9;66.1;76.6;58.1;50.7;39.1;45.1;59.5;98.8;123.4;101.4
1210I;Norte;AVILES (DIVINA PASTORA);ASTURIAS;264562;4826110;98.5;88.8;82.4;94.4;73.5;54.3;42.3;54.6;70.4;111.6;127.6;108.1
1212E;Norte;ASTURIAS/AVILÉS;ASTURIAS;254162;4828281;102.8;88.2;82.3;99.2;78.7;60.7;46.9;59.1;73.2;118.1;137.1;116.8
1216;Norte;RIOSECO DE SOBRESCOBIO;ASTURIAS;300614;4788358;138.5;123.2;125.5;142.3;125.2;70.2;43.0;55.6;76.0;128.8;171.1;154.0
1229U;Norte;SANTA CRUZ DE MIERES C.T.;ASTURIAS;274038;4786504;72.9;75.1;71.5;90.2;83.5;55.8;40.9;49.4;53.8;83.3;97.0;89.1
1235;Norte;SOTO DE RIBERA;ASTURIAS;267021;4799312;80.7;80.2;78.5;100.7;88.3;60.0;47.6;63.0;66.1;96.3;110.4;96.7
1239I;Norte;PROAZA;ASTURIAS;255104;4792875;88.2;88.3;79.0;105.0;83.7;58.6;39.8;52.0;58.2;99.2;116.5;103.0
1247I;Norte;EL PEVIDAL DE SIERO;ASTURIAS;289393;4812005;116.4;111.0;110.2;133.1;99.5;75.7;59.7;73.2;84.7;137.3;160.6;142.6
1249I;Norte;OVIEDO;ASTURIAS;267072;4804067;83.6;80.9;77.7;99.9;81.8;56.8;44.9;56.4;66.1;98.5;114.7;98.5
1251;Norte;GRADO;ASTURIAS;251345;4807316;87.3;86.0;80.8;101.0;86.4;56.0;42.0;51.4;62.1;101.4;115.5;104.0
1252;Norte;SAN ROMAN DE CANDAMO;ASTURIAS;251644;4815429;91.1;85.7;79.2;98.7;80.8;53.7;41.9;49.2;62.3;107.1;122.4;106.1
1255E;Norte;MOAL;ASTURIAS;203435;4772427;149.0;133.0;116.0;133.4;107.2;64.4;41.7;40.8;76.0;157.0;179.3;183.4
1259;Norte;GENESTOSO;ASTURIAS;223830;4773589;145.5;127.3;118.2;137.6;119.5;76.6;45.9;49.0;79.2;157.0;184.8;177.5
1260A;Norte;CANGAS DE NARCEA;ASTURIAS;211367;4787488;94.9;91.6;78.3;102.4;82.1;45.5;35.7;42.5;57.2;100.8;121.5;117.6
1265;Norte;BESULLO DE CANGAS DE NARCEA;ASTURIAS;204563;4788090;136.0;130.8;118.3;129.0;112.1;71.5;46.2;50.4;86.5;144.3;170.9;176.7
1267;Norte;ARGANZA;ASTURIAS;215636;4794911;83.4;82.6;72.2;88.5;82.4;48.2;36.2;47.1;55.2;99.1;108.7;105.6
1269;Norte;GENESTAZA;ASTURIAS;227465;4789503;124.5;114.8;115.3;146.0;117.1;75.3;55.6;64.7;77.1;137.0;164.6;154.8
1272;Norte;SOTO DE LA BARCA;ASTURIAS;224535;4798777;91.3;86.2;75.1;100.0;85.5;48.3;39.9;42.2;56.4;97.8;117.1;108.9
1273;Norte;PRESA DE LA BARCA;ASTURIAS;232127;4801809;104.3;95.1;84.5;110.9;84.2;56.4;44.2;49.9;65.5;105.9;127.7;120.2
1274;Norte;SOTO DE LOS INFANTES;ASTURIAS;234769;4805907;108.7;104.6;91.8;121.1;94.6;59.9;47.9;51.7;65.1;109.1;132.7;127.7
1281J;Norte;SAN CRISTOBAL DE CUDILLERO;ASTURIAS;244122;4823621;128.0;118.7;105.5;140.0;109.1;74.9;61.3;69.4;88.6;142.6;164.0;146.2
1287;Norte;ZARDAIN;ASTURIAS;212409;4810377;125.8;113.8;101.1;125.0;95.0;63.0;46.2;54.7;72.2;125.1;157.8;148.5
1297I;Norte;SAN ROMAN DE CERVANTES (G.C.);LUGO;168317;4754405;101.0;92.7;81.0;97.2;92.1;49.5;35.3;30.1;61.5;119.5;129.6;142.2
1309;Norte;SAN ANTOLIN DE IBIAS;ASTURIAS;184391;4772507;126.1;108.5;104.1;119.4;94.3;55.2;35.3;43.5;75.3;134.2;156.6;166.3
1314B;Norte;EMBALSE DE GRANDAS DE SALIME;ASTURIAS;187657;4794318;102.9;87.7;79.9;95.4;83.4;47.7;32.7;40.5;61.1;106.2;123.4;122.8
1314E;Norte;SANZO;ASTURIAS;186231;4795745;119.9;105.6;92.2;109.4;94.1;57.8;41.3;46.7;72.8;126.7;150.3;144.9
1323O;Norte;DOIRAS (EMBALSE);ASTURIAS;190205;4810928;128.6;120.5;104.5;126.6;95.1;54.2;37.2;46.4;74.9;134.6;163.5;155.0
1325E;Norte;PONTICIELLA;ASTURIAS;197033;4811360;116.7;107.4;97.0;125.2;96.4;66.2;49.4;53.9;78.0;133.6;151.5;141.2
1327;Norte;ONETA;ASTURIAS;203026;4818945;161.1;142.2;127.7;163.3;128.3;88.1;73.5;84.8;109.3;175.0;198.7;183.6
1327I;Norte;ANLEO;ASTURIAS;201409;4823985;123.7;112.7;95.2;126.4;108.5;69.4;57.5;62.8;82.3;136.7;150.3;144.8
