Ind;Cuenca;Nombre Estación;Provincia;x (Uso 30);y (Uso 30);Ene;Feb;Mar;Abr;May;Jun;Jul;Ago;Sep;Oct;Nov;Dic
9768C;Ebro;BELL-LLOCH (SEMILLAS);LLEIDA;814629;4615487;23.4;16.6;19.7;41.3;46.3;25.7;12.3;22.5;38.1;47.4;33.2;25.4
9768J;Ebro;VILANOVA DE SEGRIA;LLEIDA;802137;4624159;22.7;16.9;22.5;41.2;45.5;27.5;14.1;22.4;36.2;47.5;30.8;26.2
9769I;Ebro;LLEIDA (TORRERIBERA);LLEIDA;807941;4613033;22.5;14.6;18.9;39.1;43.0;24.2;10.7;18.2;35.5;45.3;30.1;25.0
9770A;Ebro;LLEIDA (BORDETA);LLEIDA;803557;4612476;22.9;15.5;18.1;38.5;40.4;26.6;10.6;22.2;38.4;42.0;30.0;24.3
9771C;Ebro;LLEIDA;LLEIDA;799504;4614562;24.0;16.3;21.2;39.3;41.6;28.7;12.3;19.6;40.6;43.3;30.1;24.3
9772;Ebro;EL VILOSELL;LLEIDA;830089;4588823;30.3;26.7;27.7;55.0;60.3;34.8;12.8;24.2;47.6;63.2;50.1;41.4
9772E;Ebro;LA POBLA DE CERVOLES;LLEIDA;827281;4587088;26.7;26.3;29.9;56.2;61.4;33.0;14.2;25.7;47.0;66.4;43.8;41.1
9773;Ebro;L(ALBAGES;LLEIDA;812443;4595302;23.4;16.8;24.0;39.5;46.1;27.8;10.4;23.0;38.7;48.4;35.1;26.9
9774;Ebro;ASPA;LLEIDA;806494;4600146;21.8;15.5;19.4;38.2;40.7;28.4;10.3;18.6;39.3;43.1;29.2;23.5
9775;Ebro;SUNYER;LLEIDA;798745;4603251;23.8;16.9;22.1;40.5;45.9;26.0;8.9;24.8;43.0;46.5;31.4;28.9
9775U;Ebro;EL SOLERAS;LLEIDA;806399;4591428;23.3;17.0;23.6;42.4;46.2;26.9;10.1;19.6;42.6;46.2;31.0;24.8
9776I;Ebro;TORREBESSES;LLEIDA;800257;4590336;22.6;17.2;24.2;44.0;50.8;29.5;11.6;20.5;45.2;49.1;30.0;28.3
9776U;Ebro;LLARDECANS (BASSA NOVA);LLEIDA;798201;4588304;23.6;17.4;23.6;45.4;50.6;29.2;11.8;19.0;42.1;48.8;28.9;27.4
9777C;Ebro;MAIALS;LLEIDA;793705;4584969;23.9;17.9;23.2;44.2;50.4;26.5;13.6;14.4;39.5;49.7;31.3;28.5
9782;Ebro;PINETA (PRESA);HUESCA;762455;4725398;89.1;54.8;73.8;140.4;151.4;103.9;88.0;110.7;139.0;184.4;143.0;123.8
9784E;Ebro;PARZAN;HUESCA;762849;4728224;89.5;56.5;72.9;130.6;140.1;104.1;96.2;99.1;130.2;174.5;138.4;113.4
9787;Ebro;SAN JUAN DE PLAN;HUESCA;774394;4720577;84.3;50.9;66.7;120.7;129.1;95.8;80.1;86.9;111.7;123.3;125.7;110.6
9789A;Ebro;GISTAIN;HUESCA;773472;4720819;92.4;60.4;75.2;117.7;134.1;99.4;83.6;91.5;114.1;127.7;131.0;119.5
9791;Ebro;SERVETO;HUESCA;770319;4719707;70.8;45.8;55.2;109.5;119.5;88.2;73.5;82.5;100.0;109.0;109.9;86.3
9792;Ebro;SARAVILLO;HUESCA;767449;4716567;64.7;42.7;53.3;113.5;119.0;82.0;74.8;80.3;112.0;109.3;111.3;81.0
9806E;Ebro;LABUERDA;HUESCA;757999;4695390;51.7;32.8;40.5;77.0;79.6;68.1;51.0;49.8;80.1;78.4;75.0;71.5
9812E;Ebro;FANLO REFUGIO DE GORIZ;HUESCA;747014;4727950;123.9;84.3;101.3;173.2;178.8;130.4;101.9;109.1;148.6;212.5;202.6;163.3
9813;Ebro;LINAS DE BROTO;HUESCA;732125;4722617;106.3;71.5;76.6;127.7;126.3;92.3;72.0;78.2;103.2;151.9;141.8;136.2
9814;Ebro;TORLA;HUESCA;736904;4723613;98.5;73.5;76.1;128.9;124.3;86.6;71.5;80.7;102.0;154.5;143.5;134.1
9814E;Ebro;FRAJEN;HUESCA;734507;4721678;89.5;68.7;76.2;126.3;116.1;83.8;62.7;71.9;95.3;143.5;134.2;130.4
9815I;Ebro;SARVISE;HUESCA;736795;4718111;80.2;60.7;64.0;112.3;112.9;77.8;61.8;73.0;93.6;127.5;123.1;116.2
9817;Ebro;FISCAL;HUESCA;736557;4709023;72.7;51.1;57.2;101.8;101.9;67.5;56.9;55.0;88.3;115.5;112.4;107.0
9818E;Ebro;JAVIERRE DE ARA;HUESCA;740800;4707254;70.2;48.5;57.4;98.5;100.4;66.1;53.4;54.9;91.0;112.1;105.5;104.6
9818I;Ebro;SANTA OLARIA DE ARA;HUESCA;741263;4707084;68.9;48.2;53.9;100.7;103.0;65.3;56.7;55.1;93.5;111.3;100.7;102.8
9820E;Ebro;SAN FELICES;HUESCA;744370;4704567;62.4;46.3;54.2;93.9;93.6;67.3;52.6;56.1;85.6;99.7;105.9;93.7
9821E;Ebro;CAMPODARBE;HUESCA;748082;4701147;60.4;41.6;53.7;97.3;98.2;72.0;51.6;54.6;90.4;108.1;102.6;87.6
9822;Ebro;BOLTAÑA;HUESCA;752216;4703920;55.8;38.7;50.0;92.1;102.7;74.4;64.6;59.2;93.2;106.5;95.7;84.9
9823;Ebro;SIESTE;HUESCA;752462;4702168;51.4;37.7;45.2;86.1;91.5;60.2;58.5;49.4;83.5;99.1;84.4;83.8
9824I;Ebro;LATORRECILLA;HUESCA;753893;4699317;50.2;34.4;43.9;84.8;90.3;66.4;47.2;50.8;86.1;94.2;78.9;74.1
9826;Ebro;LOS MOLINOS;HUESCA;763628;4704651;51.2;37.5;52.6;102.0;102.6;82.9;60.3;63.4;100.6;106.7;84.8;76.4
9828U;Ebro;CAMPORROTUNO;HUESCA;760596;4692705;45.2;32.2;38.1;77.3;81.7;61.0;41.6;49.0;92.8;84.8;70.7;68.6
9829;Ebro;MEDIANO (EMBALSE);HUESCA;763901;4690142;42.5;31.1;37.4;82.0;80.9;66.8;45.4;49.2;86.4;90.1;69.7;64.5
9829E;Ebro;ARCUSA;HUESCA;752958;4690356;48.0;37.7;44.2;85.5;86.6;65.9;35.5;46.1;87.9;93.6;84.8;79.0
9832A;Ebro;NAVAL (D.G.A.);HUESCA;760318;4676076;40.1;31.5;36.7;72.9;72.1;53.7;29.0;53.7;76.8;79.2;62.9;60.4
9840;Ebro;ERISTE (CENTRAL);HUESCA;786478;4721034;78.4;42.9;57.5;107.4;114.8;85.5;68.9;83.3;97.6;110.9;108.7;101.0
9841;Ebro;SESUE CENTRAL;HUESCA;784803;4716206;67.4;38.9;47.1;108.2;117.8;90.4;68.5;75.2;97.8;111.9;103.1;93.7
9853;Ebro;SERRADUY (DGA);HUESCA;794235;4691381;37.6;28.2;35.7;79.7;88.2;67.6;53.0;54.2;80.1;71.6;64.6;61.1
9862;Ebro;RADIQUERO;HUESCA;747411;4673417;38.8;31.8;35.9;71.1;70.1;49.7;26.1;48.3;69.6;74.7;62.5;59.0
9864;Ebro;HUERTA DE VERO;HUESCA;749227;4666903;30.8;24.9;29.7;59.8;55.7;41.5;20.3;38.4;62.3;59.6;51.7;45.5
9864I;Ebro;SALAS BAJAS (COVISA);HUESCA;755170;4664706;31.8;24.5;29.8;58.0;58.7;38.6;21.0;35.6;60.3;60.2;50.5;43.0
9866;Ebro;BARBASTRO (COMARCAL);HUESCA;759232;4658707;27.5;22.4;25.8;51.8;52.7;35.1;20.5;25.5;55.8;54.1;43.9;37.8
9866E;Ebro;BARBASTRO (BRILLEN);HUESCA;757833;4655413;29.8;23.0;23.8;51.7;54.9;34.8;19.1;28.9;55.7;53.0;43.5;35.5
9869E;Ebro;CASTEJON DEL PUENTE;HUESCA;761890;4650341;26.6;21.4;22.3;48.5;49.8;31.9;17.3;30.3;50.2;50.9;41.0;31.5
9871B;Ebro;MONZON SILO;HUESCA;765000;4645483;23.1;18.1;21.8;41.1;46.5;30.7;15.7;24.5;43.5;46.6;36.7;27.5
9872C;Ebro;MONZON (COMARCAL);HUESCA;764036;4644706;24.4;18.9;20.0;40.6;44.8;28.6;13.1;24.8;42.2;45.9;36.6;33.1
9872I;Ebro;MONZON (ICONA);HUESCA;762982;4642659;25.3;20.5;24.0;47.6;50.6;32.1;17.6;26.2;46.7;48.2;42.8;29.5
9874;Ebro;BERBEGAL;HUESCA;748009;4649781;30.1;25.8;25.7;46.8;50.9;30.8;16.3;28.0;49.7;51.1;45.0;38.5
9874A;Ebro;BERBEGAL (D.G.A);HUESCA;748474;4649673;29.0;23.6;23.7;43.8;50.9;30.9;16.4;32.4;48.6;47.1;41.1;36.4
9874U;Ebro;MONESMA;HUESCA;753905;4646067;27.3;21.8;23.1;46.0;48.3;32.4;15.4;27.0;49.8;50.1;39.8;32.1
9874V;Ebro;SELGUA SILO;HUESCA;760324;4645280;25.9;21.4;23.2;46.3;51.5;32.6;17.7;28.2;48.3;53.5;43.3;31.1
9875;Ebro;EL TORMILLO-TERREU;HUESCA;749582;4637791;27.7;20.9;22.9;47.4;42.1;31.1;15.7;26.3;44.5;48.7;39.1;31.7
9878;Ebro;BELVER CINCA-JULIA;HUESCA;768961;4629167;24.9;19.9;21.2;41.0;47.0;26.3;12.9;22.6;37.9;45.5;34.3;27.9
9885;Ebro;PANZANO;HUESCA;733600;4677023;41.0;30.6;34.9;69.7;64.9;48.7;28.6;33.1;60.3;74.6;63.4;53.7
9886;Ebro;ABIEGO;HUESCA;742104;4667396;38.9;30.3;34.5;65.5;63.6;50.8;25.9;46.6;64.3;67.8;61.9;56.4
9887;Ebro;ANGUES (SILO);HUESCA;735788;4665823;30.3;25.0;26.7;55.5;55.3;37.3;19.2;35.6;53.6;56.5;46.8;42.5
9888G;Ebro;PERTUSA D.G.A.;HUESCA;738151;4654384;25.9;21.5;23.0;46.1;49.7;30.3;17.6;27.9;50.9;46.8;39.5;34.7
9888I;Ebro;PERTUSA;HUESCA;738897;4653421;26.2;22.0;23.5;47.2;53.7;31.4;19.9;32.7;53.5;48.0;41.4;35.3
9889;Ebro;NOCITO;HUESCA;726130;4689408;66.5;46.3;57.5;104.0;95.3;67.9;49.5;50.8;85.7;106.5;99.8;90.1
9889O;Ebro;SIETAMO (D.G.A.);HUESCA;724852;4667721;33.0;27.1;31.8;56.6;53.2;36.4;23.8;30.7;47.8;62.4;50.1;47.1
9891;Ebro;SESA;HUESCA;728014;4653031;29.6;23.3;22.7;45.0;40.7;35.2;17.9;25.4;48.2;47.0;42.6;35.5
9893E;Ebro;LASTANOSA-LASESA;HUESCA;743426;4638226;26.8;20.9;21.6;44.0;48.9;28.4;14.5;24.6;48.3;46.1;37.5;31.0
9894B;Ebro;SARIÑENA (COMARCAL);HUESCA;736003;4631616;21.7;17.4;16.9;37.0;43.9;23.5;15.2;24.8;37.8;40.6;33.4;27.8
9896;Ebro;SAN JULIAN DE BANZO;HUESCA;718310;4678538;36.2;32.9;36.6;67.9;64.5;49.1;28.2;35.1;61.7;68.4;58.3;53.2
9897;Ebro;APIES;HUESCA;714192;4678133;42.1;33.9;39.1;71.8;70.3;52.8;35.2;37.8;66.5;74.7;66.1;59.7
9898;Ebro;HUESCA/PIRINEOS;HUESCA;721141;4662490;29.9;27.2;29.6;54.8;52.3;35.4;22.5;30.1;48.0;60.2;47.8;42.1
9900;Ebro;NUENO;HUESCA;711352;4682524;41.6;34.7;39.0;74.7;68.8;57.5;36.7;37.8;62.5;76.7;71.4;58.8
9903B;Ebro;TARDIENTA (DGA);HUESCA;704658;4649942;28.0;25.0;25.3;48.3;47.3;32.0;21.8;23.9;40.7;46.1;43.3;36.2
9903O;Ebro;GRAÑEN (COMARCAL);HUESCA;718591;4647146;25.6;22.3;21.1;41.8;43.9;29.9;18.5;23.3;40.3;43.5;39.3;32.5
9906E;Ebro;GRAÑEN        MONTESUSIN;HUESCA;716084;4640123;27.7;26.5;22.6;43.8;52.4;30.6;19.2;25.4;43.6;48.0;41.8;33.2
9908;Ebro;LANAJA;HUESCA;721648;4628129;28.9;21.0;19.5;43.2;51.4;25.3;20.0;23.0;45.2;44.4;36.2;30.9
9908A;Ebro;LANAJA (DGA);HUESCA;721781;4628319;25.8;19.8;18.6;38.6;46.8;23.9;18.9;22.5;40.0;41.0;32.7;29.3
9908O;Ebro;SAN JUAN DE FLUMEN;HUESCA;730800;4626011;22.4;18.0;17.9;36.8;43.6;23.3;19.9;21.7;39.7;42.1;33.1;27.0
9910;Ebro;PALLARUELO DE MONEGROS;HUESCA;732032;4620832;24.1;21.1;19.7;39.3;47.3;23.2;16.9;21.5;38.3;40.7;32.2;27.4
9910G;Ebro;VILLANUEVA DE SIGENA (LASESA);HUESCA;743775;4626627;24.1;18.0;18.3;39.0;43.5;27.0;15.4;25.8;37.7;38.4;32.3;26.5
9911;Ebro;ONTIÑENA;HUESCA;756902;4618531;22.3;17.0;18.4;36.4;44.8;26.6;14.6;15.9;40.0;41.7;30.4;24.4
9913;Ebro;SAN ESTEBAN DE LITERA;HUESCA;776499;4644686;26.8;19.7;22.4;49.0;53.3;31.9;15.4;23.6;47.1;54.1;39.5;30.5
9914D;Ebro;TAMARITE DE LITERA (COMARCAL);HUESCA;784213;4640510;21.9;17.8;21.1;43.4;45.1;26.3;12.9;25.2;40.0;48.9;34.4;26.6
9914E;Ebro;TAMARITE DE LITERA;HUESCA;781047;4639396;23.7;18.2;21.4;45.3;48.8;28.1;14.3;28.2;44.6;50.0;36.1;27.5
9914I;Ebro;ALBELDA       EL SALADAR;HUESCA;786929;4639599;23.0;18.4;22.7;46.8;48.8;30.9;14.7;30.8;38.5;53.8;36.3;28.1
9915A;Ebro;BINEFAR;HUESCA;773184;4639059;25.1;19.6;22.9;44.9;48.0;31.5;16.0;24.9;42.8;50.7;37.7;28.8
9916;Ebro;ALTORRICON;HUESCA;783768;4633695;23.4;19.2;20.4;44.2;47.7;27.7;17.3;24.6;42.5;49.7;32.9;28.7
9918;Ebro;TAMARITE DE LITERA (LA MELUSA);HUESCA;780770;4631167;22.3;17.8;20.9;39.8;47.0;26.4;15.3;25.2;38.4;47.4;34.8;26.2
9920E;Ebro;ESPLUS        RAFALES 2;HUESCA;773776;4628424;24.4;17.8;21.4;37.3;44.3;26.1;10.9;23.1;37.5;42.7;34.0;24.9
9920I;Ebro;ESPLUS        RAFALES 1;HUESCA;773869;4628427;23.6;17.5;20.9;37.1;44.2;25.1;10.8;23.0;38.0;43.4;33.2;24.5
9921;Ebro;RAIMAT (CAC);LLEIDA;790689;4620965;23.1;16.6;21.1;40.8;45.4;28.4;10.6;22.7;34.7;45.2;28.7;26.8
9924B;Ebro;FRAGA (COMARCAL);HUESCA;780101;4602657;20.4;14.8;18.7;32.3;42.5;24.9;8.9;21.5;33.1;41.4;28.0;22.5
9926H;Ebro;ALMATRET;LLEIDA;786538;4578441;27.0;21.3;26.3;42.5;50.9;30.1;11.1;19.9;37.4;55.8;34.7;28.5
9927;Ebro;BECEITE;TERUEL;768514;4524814;52.1;42.7;45.8;67.5;81.6;45.4;17.0;36.7;54.7;94.4;57.6;55.4
9932;Ebro;PENA (EMBALSE);TERUEL;764447;4523741;41.8;32.8;34.9;57.0;73.1;44.0;17.1;36.7;49.1;82.1;48.8;42.9
9935A;Ebro;VALDERROBRES (COMARCAL);TERUEL;765243;4529669;38.0;30.4;30.7;50.9;63.3;40.2;17.4;35.1;41.8;70.2;43.4;39.0
9938I;Ebro;MONROYO;TERUEL;750339;4519174;32.2;29.7;32.9;54.8;69.1;50.7;23.3;41.3;52.9;63.2;45.1;37.2
9939A;Ebro;FUENTESPALDA (DGA);TERUEL;758868;4522277;38.9;29.3;32.5;53.8;70.9;42.9;17.0;36.6;44.7;70.9;45.5;40.4
9940B;Ebro;LA FRESNEDA (D.G.A.);TERUEL;758961;4535652;30.0;22.2;22.0;37.9;49.0;34.8;16.9;27.6;34.3;51.9;32.8;29.1
9942A;Ebro;MAELLA (D.G.A.);ZARAGOZA;763709;4557285;24.2;19.5;22.0;39.4;51.4;26.8;12.8;22.6;30.9;46.4;31.3;24.3
9943;Ebro;FABARA;ZARAGOZA;766815;4562401;22.8;17.8;18.6;34.6;45.5;21.5;12.0;16.7;29.2;44.4;29.6;20.9
9943I;Ebro;NONASPE;ZARAGOZA;772147;4567138;26.1;20.7;21.8;40.6;48.7;30.8;11.8;18.0;35.5;48.5;31.3;28.5
9946A;Ebro;CALACEITE (D.G.A.);TERUEL;767782;4545542;32.0;23.3;24.4;43.3;55.7;35.2;14.0;28.1;34.7;59.4;36.2;30.8
9947;Ebro;LA POBLA DE MASSALUCA;TARRAGONA;780676;4564342;29.2;20.5;27.0;44.8;60.2;30.6;10.2;18.9;42.0;55.4;33.0;32.7
9947U;Ebro;FAYON DGA;ZARAGOZA;779192;4570772;22.9;17.0;21.8;36.9;47.8;26.9;10.2;13.0;36.5;46.9;31.0;25.4
9948;Ebro;VILALBA DELS ARCS;TARRAGONA;786140;4557727;31.8;24.3;30.9;48.6;56.2;29.4;11.6;20.2;41.3;63.3;38.9;38.2
9949;Ebro;LA FATARELLA;TARRAGONA;792252;4563191;28.5;23.1;29.8;43.7;51.2;27.9;9.7;17.3;40.4;57.4;38.6;32.8
9950;Ebro;RIBA-ROJA D'EBRE;TARRAGONA;791943;4572632;22.7;18.1;23.9;37.6;48.6;24.0;10.6;14.3;37.9;55.6;32.3;25.9
9951;Ebro;FLIX (SEO);TARRAGONA;796061;4570574;24.5;16.7;24.3;38.1;46.6;24.2;9.7;19.3;38.5;52.7;31.6;29.9
9952;Ebro;LA GRANADELLA;LLEIDA;806788;4584460;22.2;17.1;24.8;42.5;52.8;29.5;10.4;18.7;40.8;57.7;33.0;28.4
9952B;Ebro;LA GRANADELLA;LLEIDA;806841;4585390;24.4;19.6;26.5;45.6;55.5;29.0;11.6;19.8;44.0;56.6;34.3;29.6
9953E;Ebro;ASCO;TARRAGONA;799200;4565140;27.2;19.3;23.9;40.3;48.5;26.6;8.8;19.7;41.2;58.4;37.2;33.7
9956;Ebro;CORNUDELLA;TARRAGONA;827139;4575243;40.1;27.7;35.2;59.3;66.0;34.3;11.4;29.5;58.3;86.2;53.5;48.3
9961;Ebro;CABACES;TARRAGONA;813089;4573326;34.4;27.3;33.6;54.2;63.5;34.1;10.8;24.9;51.6;76.9;45.1;43.8
9967;Ebro;TIVISSA (SERRA D'ALMOS);TARRAGONA;814252;4554989;39.9;26.4;35.2;51.7;62.8;28.5;11.1;28.6;53.1;77.9;46.5;48.7
9971;Ebro;TIVISSA;TARRAGONA;813659;4550266;44.9;33.3;38.3;56.7;65.2;27.8;12.1;29.4;55.7;84.4;47.4;54.8
9972;Ebro;BENISSANET;TARRAGONA;805539;4551437;30.9;19.1;28.5;43.6;53.3;25.2;14.5;23.0;46.5;70.7;40.1;38.4
9975;Ebro;RASQUERA;TARRAGONA;802544;4545226;34.3;21.3;27.6;44.1;53.7;25.7;13.9;24.3;47.5;74.4;47.8;38.7
9981A;Ebro;TORTOSA;TARRAGONA;794466;4524785;32.8;27.8;30.3;48.4;57.6;24.8;15.0;33.3;59.1;77.9;59.9;40.7
9984;Ebro;GODALL;TARRAGONA;793159;4506198;55.1;42.8;42.7;65.5;65.9;26.3;14.2;31.5;61.6;90.8;74.8;58.8
9987;Ebro;AMPOSTA;TARRAGONA;802318;4512991;34.4;29.9;32.9;48.5;57.1;24.4;19.8;37.9;69.2;89.1;60.0;43.0
9987N;Ebro;DELTEBRE (PARC NATURAL);TARRAGONA;814489;4514857;31.5;25.3;24.6;40.0;48.8;21.7;10.0;36.1;72.5;75.7;58.5;37.7
9987O;Ebro;AMPOSTA (ERMS SALATS);TARRAGONA;814056;4510080;32.8;26.0;23.8;33.2;42.2;20.1;8.6;31.9;61.5;79.8;51.3;34.4
9995X;Ebro;VALCARLOS;NAVARRA;638557;4773104;162.8;146.2;143.9;169.8;126.2;88.8;73.1;83.2;103.4;143.6;188.6;175.4
9997E;Ebro;USED;ZARAGOZA;621156;4545758;24.7;25.4;26.6;53.0;68.6;42.2;23.0;26.1;42.0;41.0;37.8;33.1
9997U;Ebro;LAS CUERLAS (GASOLINERA);ZARAGOZA;619471;4538790;19.8;19.6;20.2;42.4;63.2;41.1;19.4;25.5;39.4;38.5;33.7;23.6
9998;Ebro;TORNOS;TERUEL;631680;4535760;28.2;26.7;26.0;47.4;72.7;51.1;22.6;29.7;41.3;46.0;38.8;32.2
9999E;Ebro;TORRALBA DE LOS SISONES;TERUEL;629856;4527799;17.6;19.4;21.0;38.8;58.7;37.8;18.3;23.2;31.8;34.1;30.9;22.7
B006;Baleares;POLLENSA      TORRE ARIANT;BALEARES;1008574;4433723;95.6;66.7;68.5;78.1;72.4;24.8;16.6;46.9;107.5;154.6;138.0;116.6
B013;Baleares;ESCORCA (MONASTERIO LLUCH);BALEARES;1003867;4424762;136.0;100.3;89.3;100.9;83.4;25.1;17.6;36.9;110.1;161.8;186.9;177.0
B013A;Baleares;ESCORCA (ALBARCA);BALEARES;1002991;4425355;118.7;91.9;82.1;91.0;76.1;21.3;17.4;37.2;112.9;158.7;184.9;164.3
B019;Baleares;ESCORCA       MOSSA;BALEARES;1003807;4428236;107.7;79.4;66.4;81.0;66.0;22.7;13.9;36.1;102.3;153.1;159.2;147.6
B056;Baleares;FORNALUTX     BINIBASSI;BALEARES;991196;4418954;89.9;66.8;58.7;68.8;54.3;16.8;10.3;26.0;84.1;100.5;133.7;116.1
B061;Baleares;SOLLER (CONVENTO);BALEARES;989406;4417005;84.4;60.8;50.2;66.2;49.9;18.9;8.4;24.1;81.2;97.9;120.9;107.7
B062;Baleares;SOLLER (SA VINYASSA);BALEARES;990613;4417949;86.2;62.7;49.8;68.2;49.5;16.3;8.7;22.1;79.2;97.1;123.0;115.0
B077;Baleares;DEYA          SON BUJOSA;BALEARES;984107;4416481;70.9;51.0;42.0;52.6;40.5;17.1;11.4;24.4;78.9;92.2;101.1;86.5
B084;Baleares;VALLDEMOSA    SON MAS;BALEARES;980394;4411260;78.1;49.1;43.5;59.1;43.3;16.7;8.9;27.0;84.2;92.7;105.2;105.1
B087;Baleares;BAÑALBUFAR;BALEARES;972881;4407788;52.5;34.5;29.6;36.4;34.3;12.7;8.2;21.6;77.8;71.4;70.0;66.2
B108;Baleares;ANDRAITX      FARO PUERTO;BALEARES;962233;4391068;40.3;32.6;24.8;30.2;29.7;9.9;4.9;18.2;49.6;57.5;58.6;52.1
B118;Baleares;ANDRAITX      ALQUERIA;BALEARES;967963;4397793;59.0;49.7;39.6;44.5;47.9;12.1;5.4;22.3;73.9;74.9;89.1;86.5
B158;Baleares;CALVIA        SON VIC NOU;BALEARES;969567;4392688;42.7;34.6;28.9;35.3;34.4;11.3;4.9;21.3;52.1;61.0;67.1;53.3
B178;Baleares;CALVIA;BALEARES;973433;4394163;48.6;38.6;35.3;42.6;37.2;11.7;6.0;21.5;61.5;66.5;70.4;61.6
B203;Baleares;CALVIA (S)HOSTALET);BALEARES;977724;4390686;37.7;30.3;25.4;31.2;29.6;12.3;5.8;16.4;50.0;55.5;56.5;48.1
B217;Baleares;PUIGPUNYENT LA CAMPANETA;BALEARES;974215;4404036;81.1;59.9;55.9;64.6;51.4;16.9;7.3;27.6;92.2;101.8;119.7;109.1
B220;Baleares;PUIGPUNYENT SON NET;BALEARES;974201;4400374;66.5;54.9;47.0;55.7;47.1;13.6;5.4;19.9;73.7;86.8;95.2;83.7
B228;Baleares;PALMA DE MALLORCA, CMT;BALEARES;983435;4393329;42.5;36.6;27.9;39.1;35.7;11.3;6.2;21.6;51.5;69.4;59.4;48.2
B231;Baleares;PALMA- SECAR DE LA REAL;BALEARES;984424;4399710;43.8;37.7;34.0;35.1;37.2;12.5;5.7;18.7;59.1;69.9;63.7;55.2
B240;Baleares;ESPORLES;BALEARES;978842;4405463;67.2;51.1;42.3;55.5;41.9;16.4;6.1;26.1;80.5;86.3;98.4;88.2
B244;Baleares;VALLDEMOSA    SON PATX;BALEARES;983745;4407078;60.0;47.4;39.6;53.3;37.1;16.3;5.8;20.4;59.5;73.2;78.4;74.9
B255;Baleares;BUNYOLA;BALEARES;988650;4409737;66.0;52.9;41.8;55.9;42.0;15.4;7.2;22.6;71.3;79.0;89.6;80.1
B259;Baleares;BUNYOLA RAXETA;BALEARES;985197;4409493;79.8;59.0;53.0;69.7;48.5;18.0;8.2;26.9;79.5;95.6;102.5;93.7
B260;Baleares;BUNYOLA RAXA;BALEARES;986781;4407883;67.9;51.8;44.0;61.1;43.2;15.8;7.4;22.4;70.5;82.6;89.8;83.2
B273;Baleares;MARRATXI      LA CABANETA;BALEARES;993832;4401362;45.3;39.0;34.5;41.5;36.4;9.8;6.4;17.5;60.8;74.5;68.2;60.1
B278;Baleares;PALMA DE MALLORCA/SON SAN JUAN;BALEARES;992960;4394769;37.0;32.0;26.4;34.3;31.8;11.9;5.2;17.2;50.0;62.4;55.0;48.1
B279;Baleares;PALMA 'PORCIUNCULA';BALEARES;994567;4390286;30.8;25.2;20.5;27.9;29.4;9.7;3.6;18.1;47.3;57.9;46.7;36.4
B282;Baleares;PALMA (XORRIGO);BALEARES;999289;4396664;40.2;35.5;30.7;36.5;33.4;10.4;5.9;22.9;50.0;67.9;63.1;52.3
B312;Baleares;LLUCHMAJOR CAS BUSSO;BALEARES;1002592;4377980;37.5;33.6;27.1;34.2;29.1;10.5;4.6;15.4;59.6;59.4;61.4;43.4
B321;Baleares;LLUCHMAJOR MAS DEU;BALEARES;1010553;4379736;37.1;30.2;28.9;36.8;28.5;9.7;7.6;17.0;56.7;66.3;59.5;43.1
B334;Baleares;LLUCMAJOR II;BALEARES;1006988;4387900;45.8;34.8;30.1;37.6;33.6;8.6;4.2;23.5;56.9;68.5;67.8;53.9
B336;Baleares;LLUCHMAJOR (PEROLA);BALEARES;1012590;4389298;49.4;42.4;37.2;48.0;40.7;13.8;5.8;24.3;65.0;82.7;75.5;62.2
B340;Baleares;CAMPOS        CAP SOL;BALEARES;1015537;4378548;39.1;29.7;29.1;34.4;32.3;10.2;7.0;14.9;56.3;73.0;54.8;51.6
B346;Baleares;PORRERES;BALEARES;1017859;4391257;45.4;38.9;34.2;42.4;40.9;12.2;8.9;19.8;63.4;70.6;69.4;59.3
B373;Baleares;CAMPOS (SALINAS DE LEVANTE);BALEARES;1018285;4373094;31.2;29.1;24.9;30.1;31.2;10.2;6.2;12.0;49.5;54.8;55.4;48.4
B377;Baleares;SES SALINES (NA FRARE);BALEARES;1020597;4371636;34.7;31.5;25.9;30.6;31.5;8.9;4.6;11.3;52.8;58.3;61.8;50.3
B379;Baleares;SES SALINES (S'AVALL);BALEARES;1020702;4368229;34.4;30.1;25.8;30.9;30.7;8.6;5.5;10.2;49.6;58.9;58.3;47.0
B390;Baleares;SES SALINES (SA MARINA);BALEARES;1021193;4371672;36.6;35.0;28.7;33.3;34.0;9.3;5.3;12.4;54.4;60.9;62.5;51.0
B407;Baleares;SANTANY;BALEARES;1028315;4374266;36.5;31.9;27.6;32.7;30.3;9.2;4.0;11.7;49.0;62.6;56.7;53.1
B410;Baleares;SANTANY-ESTACION F.C.;BALEARES;1027723;4373726;43.9;39.4;29.9;36.2;33.0;9.7;3.9;12.9;52.7;69.3;64.8;58.8
B424;Baleares;SANTANYI (ALQUERIA BLANCA);BALEARES;1031217;4378278;43.1;38.2;26.5;35.8;32.9;8.5;4.6;14.7;56.2;69.3;57.4;60.8
B426;Baleares;SANTANYI (CALA FIGUERA);BALEARES;1032133;4371546;37.2;31.9;25.5;31.8;32.4;9.7;4.8;12.5;44.3;68.3;59.5;50.1
B436;Baleares;FELANITX (S)HORTA);BALEARES;1034762;4380565;46.1;42.3;33.5;41.4;37.2;12.6;4.6;13.3;62.2;76.0;70.1;62.1
